E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.1540538304,1,0.1873928641,0.0491543344,0.4573189167,0.237574326,0.5001296957,0.264084734
0.1548119606,1,0.1447914529,0.02523636238,0.4841827354,0.2411877419,0.9599216356,0.940170826
0.1549417515,1,0.1305475544,0.02086571753,0.4709024242,0.2686968607,0.6555535489,0.4838795063
0.1551181069,1,0.05657227256,0.005097519902,0.1448303897,0.0265458189,0.2632673198,0.09370312168
0.1557286876,1,0.1202509643,0.01848373543,0.4247017494,0.1942539252,0.4888995734,0.2417220819
0.1577730376,1,0.1802379318,0.04716651083,0.499863705,0.3172152233,0.6840406889,0.5316525417
0.1577767378,1,0.05819303586,0.005297492999,0.183049987,0.04659242857,0.2702490351,0.08572186431
0.1582936521,1,0.138638384,0.02672148671,0.3893180589,0.1972007061,0.6120457888,0.4397876569
0.1588097968,1,0.113358958,0.02024513072,0.2950505657,0.1117628249,0.488308707,0.2658458791
0.1555399906,2,0.1321871021,0.02449434195,0.3403063921,0.1374875542,0.6649057284,0.5173537455
0.1569593062,2,0.1752899969,0.03658538083,0.4854622162,0.2560935539,0.9213940097,0.8832709431
0.1594970708,2,0.117770428,0.01894947594,0.3180272786,0.1209992199,0.6241981184,0.4670194519
0.1537097132,3,0.1297470277,0.02330063441,0.4290859735,0.2245630833,0.6969878318,0.5532003376
0.1558080119,3,0.1389224056,0.02877560983,0.3070345487,0.1152691582,0.602348106,0.4367816029
0.1595646351,3,0.1136031893,0.01673237684,0.3547517249,0.1373024807,0.5261928816,0.2921508703
0.1557643378,4,0.07909405542,0.008341586165,0.2477554497,0.06954510401,0.432577671,0.2010107051
0.1570534396,4,0.1018839123,0.01400254972,0.3237057053,0.1222669937,0.6374323671,0.4843801364
0.1605812309,4,0.03641987504,0.001845960271,0.1176945163,0.017323696,0.1740592613,0.03366630821
0.1606028489,4,0.04769682051,0.003584552744,0.1593831306,0.03520140591,0.2093581059,0.0534718408
0.1611664673,4,0.14232277,0.02707272231,0.5405663348,0.37050624,0.734868811,0.6153069064
0.1537838444,5,0.1023329194,0.01337802228,0.4227138952,0.2214645394,0.7437463546,0.6313757477
0.1542325971,5,0.129369284,0.0205035807,0.4575391589,0.2214245271,0.9027604545,0.8553345615
0.1558671988,5,0.2238931961,0.06052278641,0.810609187,0.7242706319,0.9060832281,0.8603222668
0.1560136188,5,0.1186074866,0.0184279764,0.4822536464,0.3052992067,0.7117940552,0.5893729954
0.1568238313,5,0.1835941828,0.04493730959,0.5648882999,0.3837865425,0.6208651763,0.4363611406
0.1609151931,5,0.09893668506,0.01569408872,0.3020976632,0.1153912836,0.3987560901,0.1763266171
0.1550427181,6,0.1798407186,0.05006456206,0.4386168721,0.2648366017,0.6073513786,0.4505283022
0.1551771312,6,0.07943968677,0.009433351917,0.2380073072,0.07299068208,0.4656113666,0.2840080172
0.157615437,6,0.1100495061,0.01572500276,0.4507949959,0.2457546094,0.5153459658,0.28688307
0.1577718946,6,0.1277272257,0.02192246683,0.3652853471,0.1528174661,0.434763564,0.2004562173
0.1584300441,6,0.09748393263,0.01195821528,0.293571623,0.1025941598,0.5037259893,0.2769706148
0.1597695288,6,0.1808863938,0.05207660241,0.5045649786,0.3360314946,0.5960417064,0.4339513956
0.1534207162,7,0.2140139382,0.06138827185,0.584471666,0.4043529451,0.8960735494,0.8461849093
0.1540880106,7,0.1723934432,0.04702295055,0.5169141296,0.3404131008,0.7554015778,0.6468976017
0.1546302299,7,0.149312935,0.03525370332,0.4198071737,0.2294211821,0.6950372703,0.5664058611
0.1550990684,7,0.07008184729,0.006276372812,0.219031453,0.05312079045,0.4255206047,0.1975015193
0.1595353896,7,0.09847617373,0.01568612002,0.2689542415,0.09202003594,0.4567674298,0.2405220973
0.1536871303,8,0.08494985401,0.01061454122,0.2738707101,0.09197475585,0.4912593332,0.2776148906
0.1564793741,8,0.126179229,0.0209301616,0.4414779933,0.2289047298,0.5457687692,0.325372453
0.1584004164,8,0.1274074403,0.0238353243,0.4444120105,0.2568424963,0.4889417053,0.2801160347
0.1584071688,8,0.1440290642,0.03468953602,0.2481326339,0.07481013341,0.3082375649,0.109937729
0.1596939637,8,0.1084617677,0.01449125444,0.4108725026,0.1887431425,0.4755131703,0.2338571571
0.1598744771,8,0.2008744401,0.05306201868,0.6158323862,0.433732599,0.9628972588,0.9445049943
0.1549545372,9,0.1174346588,0.01785625598,0.3920293746,0.171439829,0.4757333733,0.2325049635
0.1590015705,9,0.06994038422,0.006439312284,0.2402586299,0.07203290629,0.3741126601,0.1674958526
0.1600982345,9,0.1197457933,0.02035840623,0.3710237677,0.1820001303,0.4743194476,0.2659456009
0.153335207,10,0.2463507763,0.07901799179,0.620626656,0.4635684232,0.8421732596,0.7676415078
0.1541465602,10,0.1496051524,0.03133372665,0.5282827431,0.3316682306,0.8692096996,0.8068832092
0.1582163852,10,0.1074613332,0.01531775787,0.3527012301,0.1475829351,0.4243978591,0.1978240334
0.1609997504,10,0.1091234238,0.01824895225,0.3381561405,0.1475036408,0.4372095867,0.2182834266
